era,session,block_number,stash_address,controller_address,bonded_amount,num_targets,targets
63,419,1002481,13b4a8AfHydLVCeFqbMc4VbKnsDgVvRiNycL34KZyZaUYf8U,13b4a8AfHydLVCeFqbMc4VbKnsDgVvRiNycL34KZyZaUYf8U,50860967736522,8,"1zugcacan4nrJ3HPBmiBgEn2XvRMbehqvmzSQXT3uLBDkh3,1zugcabYjgfQdMLC3cAzQ8tJZMo45tMnGpivpAzpxB4CZyK,1zugcaaaDTLhG77kp7PBPpWiaUWTND9oKNcNM94StNStnuw,1zugcaj4mBMu7EULN4rafT5UTfBjbvqaoypZyxWa3io6qJS,1341kcAXqyA5ZJHBdPoLeHsDtmqLBZ2qm5Hu7e9tDR9Jv5RM,13gJhYAWEuZomHsp7nBushCwqizG5ZPXoNZ2Z9hP5dynmcnJ,13giQQe5CS4AAjkz1roun8NYUmZAQ2KYp32qTnJHLTcw4VxW,1zugcag7cJVBtVRnFxv5Qftn7xKAnR6YJ9x4x3XLgGgmNnS"
63,419,1002481,13Trr1zHmunQ9Trgx2JCVgsd7oecKeZ8Re2akUef41bNRFwg,13Trr1zHmunQ9Trgx2JCVgsd7oecKeZ8Re2akUef41bNRFwg,11483234228152,16,"1zugcajKZ8XwjWvC5QZWcrpjfnjZZ9FfxRB9f5Hy6GdXBpZ,1zugcag7cJVBtVRnFxv5Qftn7xKAnR6YJ9x4x3XLgGgmNnS,1zugcacan4nrJ3HPBmiBgEn2XvRMbehqvmzSQXT3uLBDkh3,14cxMDpBNLsNEXWyCzked3zghzaYWXwoqGT4h12GqQXdVhmn,1zugcajGg5yDD9TEqKKzGx7iKuGWZMkRbYcyaFnaUaEkwMK,1zugcabYjgfQdMLC3cAzQ8tJZMo45tMnGpivpAzpxB4CZyK,1zugcabTuN7rs1bFYb33gRemtg67i4Mvp1twW85nQKiwhwQ,1zugcacYFxX3HveFpJVUShjfb3KyaomfVqMTFoxYuUWCdD8,1zugcaiwmKdWsfuubmCMBgKKMLSef2TEC3Gfvv5GxLGTKMN,1zugcarJnZ4ft2PiJoGg6DgmZjnKNBrcKTFrAzhGPCX6bJ5,1737bipUqNUHYjUB5HCezyYqto5ZjFiMSXNAX8fWktnD5AS,129TM37DNpyJqtRYYimSMp8aQZ8QW7Jg3b4qtSrRqjgAChQf,1zugcakrhr3ZR7q7B8WKuaZY5BjZAU43m79xEyhNQwLTFjb,1zugcaaABVRXtyepKmwNR4g5iH2NtTNVBz1McZ81p91uAm8,1zugcaebzKgKLebGSQvtxpmPGCZLFoEVu6AfqwD7W5ZKQZt,1zugcaaaDTLhG77kp7PBPpWiaUWTND9oKNcNM94StNStnuw"
63,419,1002481,13JyNys9BbZX5VaoprvQHtDSr7g5TNJDGaKT5HjrvQLJ6Avk,13JyNys9BbZX5VaoprvQHtDSr7g5TNJDGaKT5HjrvQLJ6Avk,177454581873676,16,"1jqkeJhuoRudNTVL5dV1qZf8RQtyzcf6ZT4yyvUQbKFktr8,15aPXmYSpCxdVEMAdyoED2ZGLXKMr7naU7DzfB2ayBxn6Ncn,12WmM98h4Ar6y7ZyyMKPXwSyuP5GSZvXTbEkDXm1tirbZFW4,12HFymxpDmi4XXPHaEMp74CNpRhkqwG5qxnrgikkhon1XMrj,15V6NjwmKkZihe644Tyr8GVLxjEzBAHktf6ZcJCTx7RPCoYS,16Sud9b5uUfUi1HXdfwb3drbYBZBLPVvdKuZhwxz2n7HR12M,15uBfpvbPWSUaiLjrgT3H389axNwLkduKA3GB88C1fqbWLpz,157xxgJ9kvYHmySkxAHD9k6jhBoaj8wmwuGaN3pRKStwBNC7,14ianQU2g46wntbuJxx6u9cM6s8uvLngW1y9xKCcnejBHdTy,16fEbReBn2vPumoLC5jJDumivPvmtsf89bzN63yeugsi3D7Z,12BnjhUwTsSx7h54dr9qFxWfrT2ZAdetSPozAbUGsztbooR9,12LKeuFyyjC94iXpHftt3UVu567ji5WyKE6MvDBDWVJUuuJJ,13W8fgmJvTZ578FpeQZqVtnPt7YJYV8oF1yXA49LijG7kNaW,112Ji3ASaU21FGa4ymrjvyZrDv8LbW9tF5NLUksdLdJkjY7E,15zDWoFYi5m2VMb9yXeBa8CozgRDGEXoW14WLXPXPXGj9kvi,15aeYDFLANtjEJu4YtPhe6aoycTi8g6fBeAZjeNN4ixcSrZj"
63,419,1002481,1eTPAR2TuqLyidmPT9rMmuycHVm9s9czu78sePqg2KHMDrE,1eTPAR2TuqLyidmPT9rMmuycHVm9s9czu78sePqg2KHMDrE,10015052425927,2,"121kyZuzZxpZf5nFkNKwBVtxz7hEiDtofesZuE3EsRheKpXu,14ShUZUYUR35RBZW6uVVt1zXDxmSQddkeDdXf1JkMA6P721N"
63,419,1002481,16a73HFiXxa77MNXYVsc2ztjZwLGyMtZAbQnXDjErG1zoQ65,16a73HFiXxa77MNXYVsc2ztjZwLGyMtZAbQnXDjErG1zoQ65,1506961144316897,4,"1zugcajKZ8XwjWvC5QZWcrpjfnjZZ9FfxRB9f5Hy6GdXBpZ,1zugcakrhr3ZR7q7B8WKuaZY5BjZAU43m79xEyhNQwLTFjb,1zugcajGg5yDD9TEqKKzGx7iKuGWZMkRbYcyaFnaUaEkwMK,1zugcag7cJVBtVRnFxv5Qftn7xKAnR6YJ9x4x3XLgGgmNnS"
63,419,1002481,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,1618000000000000,10,"1124RsfEgJEZvEq4HbtGFcpqoxnqSy79EjNZY9tzPct3AB6o,16LqQSto6QrpmKgqXWqc8HvpGvcY5tzo6wqQy97q7qQkKF3E,13pozTrjJ2KgPVu1spMsbGmqb6wnqf8wkchm64TU5GwZErta,1588rgxKKhmVUDrfMHJFrW1yYcABdpQMYYComcemNfn6XVnK,15dPFENfyioL2UGjZbhzsQJ65rrxD6EXFmL4oqGnAuR7prwT,13QsfwpQGVuyu4uh7JcfbuBACLMZ3cMr7pF4vE1imuBgXcKN,15Ah4GVGfawNKT8aUDLo13VjdjLEXLWDPq1pyx8bXRkgPZJ4,15omkAxJfYt2Su7cG6Yj4GKMEidMNbV2pvHE7LtS3krVuacF,13YdKTGT2NweAqYz6HSQsqxUhbQuNrDhvyqPW8oTKSUGJfTQ,15awXd39ZEttFj5tyM6Lkq5ReefCNcrG8f2agSgn2ZCjoJCW"
63,419,1002481,16JSNGrqQKyx2pQur7TvqipVgPGRVBCRKUCCsJCxNcrunuN8,16JSNGrqQKyx2pQur7TvqipVgPGRVBCRKUCCsJCxNcrunuN8,142830195747139,6,"1341kcAXqyA5ZJHBdPoLeHsDtmqLBZ2qm5Hu7e9tDR9Jv5RM,13gJhYAWEuZomHsp7nBushCwqizG5ZPXoNZ2Z9hP5dynmcnJ,1zugcacan4nrJ3HPBmiBgEn2XvRMbehqvmzSQXT3uLBDkh3,1zugcajKZ8XwjWvC5QZWcrpjfnjZZ9FfxRB9f5Hy6GdXBpZ,1zugcapKRuHy2C1PceJxTvXWiq6FHEDm2xa5XSU7KYP3rJE,1zugcaxRrQDr7ktb6SpjVMkywys2ysoZWBfUfs9CDPwFVHC"
63,419,1002481,121hXNsFqDHP6w8xYAT6kYeQyu1LNK4dACDV3n1ukjSTmXz7,121hXNsFqDHP6w8xYAT6kYeQyu1LNK4dACDV3n1ukjSTmXz7,296457931537927,16,"1REAJ1k691g5Eqqg9gL7vvZCBG7FCCZ8zgQkZWd4va5ESih,14qurJxuGnRA4RrNPjZ3hHhCuoFcda6CkhV9wLAYhbedPQkH,14ShUZUYUR35RBZW6uVVt1zXDxmSQddkeDdXf1JkMA6P721N,16GDRhRYxk42paoK6TfHAqWej8PdDDUwdDazjv4bAn4KGNeb,16SpacegeUTft9v3ts27CEC3tJaxgvE4uZeCctThFH3Vb24p,14xKzzU1ZYDnzFj7FgdtDAYSMJNARjDc2gNw4XAFDgr4uXgp,15a9ScnYeVfQGL9HQtTn3nkUY1DTB8LzEX391yZvFRzJZ9V7,1HZMocNpdw6VYS1aKyrdu1V7kHpbdCvhL8VKayvzVzqTf6H,16QFrtU6kDdBjxY8qEKz5EEfuDkHxqG8pix3wSGKQzRcuWHo,15KDFYfFjdqhp3MDFEtHuyu9kLpXbT7k1zjx78MphViFdCaU,13eKBARPFWBdXJAKg4fBTNUfcz4YAYfDTetRRApuz1kTDVDg,14cxMDpBNLsNEXWyCzked3zghzaYWXwoqGT4h12GqQXdVhmn,11uMPbeaEDJhUxzU4ZfWW9VQEsryP9XqFcNRfPdYda6aFWJ,14bUYpiF2oxVpmXDnFxBipSi4m9zYBThMZoLpY8bRQrPQNG1,1ufRSF5gx9Q8hrYoj7KwpzQzDNqLJdbKrFwC6okxa5gtBRd,1jqkeJhuoRudNTVL5dV1qZf8RQtyzcf6ZT4yyvUQbKFktr8"
63,419,1002481,155XEKPhG6hVqBesnytHXFhovYmUrd9kPc9bphEKQwjhiHU7,155XEKPhG6hVqBesnytHXFhovYmUrd9kPc9bphEKQwjhiHU7,235000000000000,10,"15dPFENfyioL2UGjZbhzsQJ65rrxD6EXFmL4oqGnAuR7prwT,15awXd39ZEttFj5tyM6Lkq5ReefCNcrG8f2agSgn2ZCjoJCW,13YdKTGT2NweAqYz6HSQsqxUhbQuNrDhvyqPW8oTKSUGJfTQ,15omkAxJfYt2Su7cG6Yj4GKMEidMNbV2pvHE7LtS3krVuacF,15Ah4GVGfawNKT8aUDLo13VjdjLEXLWDPq1pyx8bXRkgPZJ4,1588rgxKKhmVUDrfMHJFrW1yYcABdpQMYYComcemNfn6XVnK,13pozTrjJ2KgPVu1spMsbGmqb6wnqf8wkchm64TU5GwZErta,16LqQSto6QrpmKgqXWqc8HvpGvcY5tzo6wqQy97q7qQkKF3E,1124RsfEgJEZvEq4HbtGFcpqoxnqSy79EjNZY9tzPct3AB6o,13QsfwpQGVuyu4uh7JcfbuBACLMZ3cMr7pF4vE1imuBgXcKN"
63,419,1002481,1REEV3CUqiMMfRdeTy9apQwXVabcg2TcQhvsVFtusByZ6ga,1REEV3CUqiMMfRdeTy9apQwXVabcg2TcQhvsVFtusByZ6ga,49000000000000000,16,"13udQHLoe9iGuAbxhTz8HSTYPqBeTSDfx3cvowik9kJessPG,155VVGqaxRKRruVD9J8urHDsd7XiaToCxiTwQ9QxsxMGtJ9j,1UXHrSXuGyjZeq1ZaJqXnwxySUk3depQANWBTaZHX833DQc,14oLVPbdykTPoez6r8MJDj4fTb93ZZ2KgoLhsv5dJ7gLXB2y,126CY11joFMpakVSRra9LtNFYWuUzbtA9BcGPpaEvn7R8RkN,1F13pZ5nZZsK96UBS8Rjj97wYVtpZvE7SGADiwVrfbkrAWK,13AtGSHJaDZrLHELmK6iKAuaAKHcetrH73N2KEb5M5SX1yDR,15oTVrSsB9VU7EwvJ4WJ2QSb7ehfyWirbtVcTFcYd7PhpD1V,135wKSGZpQcTrhmFju9VeKC68gMBMsCYpSNtDyoqj3BVSZ1R,1CKUGhSt9nkJ7EcitGvrKN67937XssYvYfdd58KiLKC219S,15UtQRzd9oM2UznsAsfi6rRAh2oo5vjoXgeaqf8rJBKhnTrr,162DmeD1MHpWQhv8NPz7zbUEfCyTfG4Tuqz7P7852KiY2wXz,12BJ7EMWbr7fGVu2DspPtGbxCCdJUfAMVbJtCm6xPEf4WGiS,16Asi8JS7rqSGwB4qSfT2Q1wAJwoa1czzrnRz8vqYn1yv6r4,12HTVpN7smNqUwbM5ART7dpoEV1rcY8itrKKMCzGikrJJo6A,1264tb9azwmsVruJFTQ3PKb8yCPjniBVyUV8ppsmbXz8D2Bw"
63,419,1002481,14mxtJC6iC4GGM3aKBuApmabvZjBtSMH2GyK447iwGWNgiMk,14mxtJC6iC4GGM3aKBuApmabvZjBtSMH2GyK447iwGWNgiMk,102092191531770,6,"16DKyH4fggEXeGwCytqM19e9NFGkgR2neZPDJ5ta8BKpPbPK,11uMPbeaEDJhUxzU4ZfWW9VQEsryP9XqFcNRfPdYda6aFWJ,16SpacegeUTft9v3ts27CEC3tJaxgvE4uZeCctThFH3Vb24p,14xKzzU1ZYDnzFj7FgdtDAYSMJNARjDc2gNw4XAFDgr4uXgp,1REAJ1k691g5Eqqg9gL7vvZCBG7FCCZ8zgQkZWd4va5ESih,15MUBwP6dyVw5CXF9PjSSv7SdXQuDSwjX86v1kBodCSWVR7c"
63,419,1002481,15fTw39Ju2jJiHeGe1fJ5DtgugUauy9tr2HZuiRNFwqnGQ1Q,15fTw39Ju2jJiHeGe1fJ5DtgugUauy9tr2HZuiRNFwqnGQ1Q,2100000000000000,16,"14ShUZUYUR35RBZW6uVVt1zXDxmSQddkeDdXf1JkMA6P721N,1REAJ1k691g5Eqqg9gL7vvZCBG7FCCZ8zgQkZWd4va5ESih,14xKzzU1ZYDnzFj7FgdtDAYSMJNARjDc2gNw4XAFDgr4uXgp,16SpacegeUTft9v3ts27CEC3tJaxgvE4uZeCctThFH3Vb24p,1567ec4zAYzqaSyashaepeUNpDwDJemWSYV8PsPVGukLFHuF,14j3azi9gKGx2de7ADL3dkzZXFzTTUy1t3RND21PymHRXRp6,13giQQe5CS4AAjkz1roun8NYUmZAQ2KYp32qTnJHLTcw4VxW,15qomv8YFTpHrbiJKicP4oXfxRDyG4XEHZH7jdfJScnw2xnV,15MUBwP6dyVw5CXF9PjSSv7SdXQuDSwjX86v1kBodCSWVR7c,15oKi7HoBQbwwdQc47k71q4sJJWnu5opn1pqoGx4NAEYZSHs,11uMPbeaEDJhUxzU4ZfWW9VQEsryP9XqFcNRfPdYda6aFWJ,121gZtuuG6sq3BZp1UKg8oRLRZvp89SAYSxXypwDJjaSRJR5,14QBQABMSFBsT3pDTaEQdshq7ZLmhzKiae2weZH45pw5ErYu,16DKyH4fggEXeGwCytqM19e9NFGkgR2neZPDJ5ta8BKpPbPK,121kyZuzZxpZf5nFkNKwBVtxz7hEiDtofesZuE3EsRheKpXu,15oHH9e1ga8zaBQFsU6uYJLbXemFkUt77sEw8VemkHqTZT4Z"
63,419,1002481,1hUt3J5jKVcDiisVN3WLzNz858v4RsgA33qku1cFYcrVnw2,1hUt3J5jKVcDiisVN3WLzNz858v4RsgA33qku1cFYcrVnw2,103516920659315,16,"1zugcajKZ8XwjWvC5QZWcrpjfnjZZ9FfxRB9f5Hy6GdXBpZ,1zugcag7cJVBtVRnFxv5Qftn7xKAnR6YJ9x4x3XLgGgmNnS,1zugcacan4nrJ3HPBmiBgEn2XvRMbehqvmzSQXT3uLBDkh3,14cxMDpBNLsNEXWyCzked3zghzaYWXwoqGT4h12GqQXdVhmn,1zugcajGg5yDD9TEqKKzGx7iKuGWZMkRbYcyaFnaUaEkwMK,1zugcabYjgfQdMLC3cAzQ8tJZMo45tMnGpivpAzpxB4CZyK,1zugcabTuN7rs1bFYb33gRemtg67i4Mvp1twW85nQKiwhwQ,1zugcacYFxX3HveFpJVUShjfb3KyaomfVqMTFoxYuUWCdD8,1zugcaiwmKdWsfuubmCMBgKKMLSef2TEC3Gfvv5GxLGTKMN,1zugcarJnZ4ft2PiJoGg6DgmZjnKNBrcKTFrAzhGPCX6bJ5,1737bipUqNUHYjUB5HCezyYqto5ZjFiMSXNAX8fWktnD5AS,129TM37DNpyJqtRYYimSMp8aQZ8QW7Jg3b4qtSrRqjgAChQf,1zugcakrhr3ZR7q7B8WKuaZY5BjZAU43m79xEyhNQwLTFjb,1zugcaaABVRXtyepKmwNR4g5iH2NtTNVBz1McZ81p91uAm8,1zugcaebzKgKLebGSQvtxpmPGCZLFoEVu6AfqwD7W5ZKQZt,1zugcaaaDTLhG77kp7PBPpWiaUWTND9oKNcNM94StNStnuw"
63,419,1002481,12YK98A6cjVHv1SD7cCP2gMdyhs6Zd7PLtnMXBi3UNVwu5Mj,12YK98A6cjVHv1SD7cCP2gMdyhs6Zd7PLtnMXBi3UNVwu5Mj,100036886544787,3,"1zugcabYjgfQdMLC3cAzQ8tJZMo45tMnGpivpAzpxB4CZyK,1zugcajKZ8XwjWvC5QZWcrpjfnjZZ9FfxRB9f5Hy6GdXBpZ,1REAJ1k691g5Eqqg9gL7vvZCBG7FCCZ8zgQkZWd4va5ESih"
