era,session,block_number,name,stash_address,controller_address,commission_percent,self_stake,total_stake,num_stakers,voters
1117,5995,3462514,Zug Capital / 06,CzugcaaiQQXbxGGR84Y7VupLQ4WWAxhakGH1BxFv4VzjYZu,Gn9NnMoGr9VW1SjKPoW2cNCYCRXSnMyGrGhDAM3TU78Mv57,5.00,500000000000000,18876650515776939,2,115
1117,5995,3462514,,J2HVhQBYpx5PkyxHYLsp555pvWzc2zvGfNUnTwgzvRqVGqm,FXDejFtQS2z3QHfEzCasYdNWZu4fXZq5R4zhTQnbnpuFpAt,100.00,942227578375538,25418783231211423,2,26
1117,5995,3462514,blockdaemon😈 / 😈1,Etij9aH36W1NjjWbR7wB5j41CmfpqAx8D4V4HCJhUydSH9Y,Etij9aH36W1NjjWbR7wB5j41CmfpqAx8D4V4HCJhUydSH9Y,6.00,134966816497639,29960194318552415,2,15
1117,5995,3462514,,F8PTaGuZQo5fgRBFuhNnhd5euFiR3KLQNMVhYD5BduPKpHr,Dx6xsQxHL5dcoybioVUhjCasPW3j8fgshVRGhUA6c8aqw6D,100.00,739046054620,25029245496342990,2,5
1117,5995,3462514,,EDy8hbM5LATNV7P8pPdefEeEs4uptVC1UiVepYNBMhs9Hfj,DqxhJG1QWEfegzo1y9eVGVTqqDvJ75XyXn5wMwikFafFpMX,100.00,100000000000,39990819462882429,1,2
1117,5995,3462514,ANAMIX,F7Wa1su7NRSr6LWuhPWdXcQALDyzm8Vmev7WtV5jVPtJELs,FJRkRqRZhweKAjRRjLiF38JgGjk6FPEYCeNwBySB1QyPZXo,5.00,989784715869696,24880863414925956,4,107
1117,5995,3462514,,DbuPiksDXhFFEWgjsEghUypTJjQKyULiNESYji3Gaose2NV,EMdbvJVh6d6u6SMQ79fgbPnax6VXgex5J85LxZMrSv8eVEi,100.00,968194527603,21558949175893594,1,6
1117,5995,3462514,Staker Space,FcjmeNzPk3vgdENm1rHeiMCxFK96beUoi2kb59FmCoZtkGF,Ff3fQwCmAJcaEjL2jcJQkQ9CssRhm6FNRHGynmzHCkQqaw9,4.00,598940786292160,12679452780385278,8,118
1117,5995,3462514,P2P.ORG / 29,DteShXKaQQy2un2VizKwwhViN5e7F47UrkAZDkxgK22LdBv,DteShXKaQQy2un2VizKwwhViN5e7F47UrkAZDkxgK22LdBv,5.00,7168492446077,10282929951047594,6,62
1117,5995,3462514,federico,DTLcUu92NoQw4gg6VmNgXeYQiNywDhfYMQBPYg2Y1W6AkJF,DTLcUu92NoQw4gg6VmNgXeYQiNywDhfYMQBPYg2Y1W6AkJF,3.00,1018951996127290,12653629284020208,21,452
1117,5995,3462514,,CriM9ADovQHPwgv3NF2v1ey6hCv9jTASpvmWy7zjEVycUoP,GFMy1C72q6dn6hG9TdrCUzeTJ16Cvy2dYNdqEGiU1ZQKUaU,3.00,990000000000,11411001261158160,2,18
1117,5995,3462514,,FRwDF6SNSCrbqtfHpoNVnYJrWcmsmrETeLiMVBjj59MeoY4,FRwDF6SNSCrbqtfHpoNVnYJrWcmsmrETeLiMVBjj59MeoY4,100.00,500000000000,6640745535015127,4,7
1117,5995,3462514,,HAGcVQikZmEEgBBaChwjTVdwdA53Qopg2AYUtqw738C5kUq,E62tECgh8N9P1qyGUoVDV7awuMg6dDANWeBnhDRq2w24MXb,100.00,450500000000000,25419044540816480,1,20
1117,5995,3462514,ondin / PHALA STAKEDROP,HWAGAxX2PAzNVg7w3ZyTprH5yvwbVwQ8rbWwuZxtQKbQupW,HWAGAxX2PAzNVg7w3ZyTprH5yvwbVwQ8rbWwuZxtQKbQupW,10.00,50422593356669,29961889344746825,2,81
1117,5995,3462514,,E457XaKbj2yTB2URy8N4UuzmyuFRkcdxYs67UvSgVr7HyFb,HWSiD96EkyYmYXJAYk53r8Vx2BkKvD8cNKUnzhVBfu11RsY,100.00,887510133275,25002597893620738,1,6
1117,5995,3462514,CP287-CLOUDWALK,DfiSM1qqP11ECaekbA64L2ENcsWEpGk8df8wf1LAfV2sBd4,DfiSM1qqP11ECaekbA64L2ENcsWEpGk8df8wf1LAfV2sBd4,2.00,4073337403324591,25065753158803512,8,119
1117,5995,3462514,,FAp5gVpwhwdmnJ1Ycet9z6Uva5tnfyCfA3AaY7WGi7u3DU4,FAp5gVpwhwdmnJ1Ycet9z6Uva5tnfyCfA3AaY7WGi7u3DU4,0.00,6788524105185820,12656403538820449,9,368
1117,5995,3462514,,HpvND7GR7gZYd42wkrxuLT7XjtozV3BZQh2wBDkh8cc9KwH,FcuWtQ9ZujxYEmAB1Pq73EqkbrDZHQNxFrTXMmo3mHYvPg8,100.00,363174863622,39985590915765430,1,1
1117,5995,3462514,,EDxNWNGPVcDsUBJs4FJSL8JfNWTu9rXzxHY4C469z8Eb44d,Hgmzzkofxegwg3vsFccpnHwSaVhJjyQtR6vd3u6TiStK1Yf,10.00,450000000000,11911940043213944,1,30
1117,5995,3462514,Zug Capital / 05,Czugcai3t8bvCymZMeyha5gXzELohTFhdCNAWSE2Xyequfc,EKeFvaLZd1JN3H2tc7sRvdCbH7oBE5c6zwZCAyaYdYqcBQt,5.00,500000000000000,18879775494850446,5,125
1117,5995,3462514,,D5NGokAYvFZmvFynjApN2DG4r1H1cQ9pyum7KC3KmtDYLkn,F3LeKEkzMZ9VFLWWLhr5pD2PAAQNJHSLwf3Wg1MtwWP7Z2M,100.00,892173740072,21564137619326177,1,2
1117,5995,3462514,,HshTdrZiSJntTRh5oNytD2QuT38VDJHoGQmfcrtrZbViSGL,FDJEQu75ihcuyKeJ7cz97wWHsg2UEjLbsQN529P8T5r5Yrw,0.00,14425229336837,7409351947987841,2,6
1117,5995,3462514,,H1goFxDh9EqcKBc94JwCGJUSod6aFd657aXe2P3c4JaSkZe,HVFEEox9Kb6TJsyNFozCMRx6nFaSDhvTrPRz4EjP9iKjXsu,0.00,1000000000000,7391217729384622,5,63
1117,5995,3462514,,H4V7fZJPLiGtBvQfsadb7oGfV1StiXJTuca76Daa449rz27,GhiwzWz7LNbnTDe3vDmnCEvufw7QTyrwT7gSXxnXdenAyU1,100.00,400475769231000,25419637054177707,2,18
1117,5995,3462514,Masternode24🔱,FyRaMYvPqpNGq6PFGCcUWcJJWKgEz29ZFbdsnoNAczC2wJZ,HLu1SbNtBBLceWzYAb7w4qz4njB2Gfaf3TVr7eranfPpC9F,10.00,609239853114237,14935630331484573,1,51
1117,5995,3462514,Teufel / 01,DB2mp5nNhbFN86J9hxoAog8JALMhDXgwvWMxrRMLNUFMEY4,DB2mp5nNhbFN86J9hxoAog8JALMhDXgwvWMxrRMLNUFMEY4,3.00,1000000000000,8652000279132958,14,110
1117,5995,3462514,,EPehck28w8fjRZCqZ3VZA7XpwGeipuVU4ETSwv7GkF5BdcG,G8phYFBj7nANmFcLLeGmF8BQ2jvmnb2RMpgCEXBV28ktDHv,100.00,879466620901,25002589850108364,1,3
1117,5995,3462514,realgar,EqyCQvYn1cHBdzFVQHQeL1nHDcxHhjWR8V48KbDyHyuyCGV,EqyCQvYn1cHBdzFVQHQeL1nHDcxHhjWR8V48KbDyHyuyCGV,1.00,8299000000000000,24784902272366535,11,200
1117,5995,3462514,Validators.Online / C,Ff9DYio1TgYTyDU9z8Howt9pXCnuUPmsCY1ijfLBxSsJahj,EAcuf3e2h4KFQLrRTaoym23dvPd5eSv8vJ4LVKeaop2cBPP,1.00,51342071197229,29962818624893103,3,68
1117,5995,3462514,P2P.ORG / 57,GCAaH8xfkoj6Uby56cBjBCJs5FMmvB2ZpURi1uZAwV1y7KT,GCAaH8xfkoj6Uby56cBjBCJs5FMmvB2ZpURi1uZAwV1y7KT,5.00,5219714645956,7391215659178697,3,27
1117,5995,3462514,STAKE.ZONE,G7Ur4BnMSfP2qE7ruSob5gwGQ5nzkGWu7Yqh14FcMqnDtgB,FKsMA8YiXUaCoJSCGtMkPiaTySh21K3ixAPxBo9bs7scahZ,10.00,7370164064554355,24886254703144421,1,37
1117,5995,3462514,polkapool #2,EXcc1FkX1er19TroonFRic4AkgXdTn1HeJvmGmGWggJX7U3,EkPezE2b2U5ex9pzKdcF3WYUZJGvPi3DdMD4CYd2y8qmdbD,0.00,14556432956118,12657761165432240,12,373
1117,5995,3462514,,FDGCEYyHNh7u5Wx5UbC98aHXeaJ7J4TwQPK8YtEQPTjp1Cz,GVKXRunzvuq9DaJR7sk8seM8BWupvPma1cJB2NcUTxfAtmY,100.00,295822722595,39985523563624403,1,1
1117,5995,3462514,⛓ NOVY ⛓ ,Cs7UFcNBsBV4Y65GsM3bDzpvinMKFQZyt6x9TrhVhc8ps4E,JBkddv85Zgq11PmgYZdtwDmipYUHFoPPhctqQmZaf3nnVwe,4.00,51047611973609,12724943251944213,2,48
1117,5995,3462514,P2P.ORG / 30,Dkz7kFKA33PKvCAkJUhhWkS6ePi7x7FaxQD3oj8BFSpx6fm,Dkz7kFKA33PKvCAkJUhhWkS6ePi7x7FaxQD3oj8BFSpx6fm,5.00,8826686120176,10247160297563266,6,57
1117,5995,3462514,,EafgFRX24PTgJAjGoaDuQLXQiLX4daSFQQttzGVticSD18o,HWMdHLXJnfnrwtTw7bYgMsd22YFjhuXjwRLBFr1YxRipHWy,100.00,793349800942,21564038795387047,1,3
1117,5995,3462514,,EoeAhrhJv2p6Sg5T67mxkLwrPnjKbH7iZSh8q1JTyvELvrR,EoVdCK6CMJU4XGixwsR6zXWWJaqNKb5hDj9BJW3mKaiDoXz,100.00,500000000000,25418900103871197,2,19
1117,5995,3462514,,Fsspzse4QY1KqagdyrVqDt7cmVBr3HSVsfJ38WKgxsLVaXo,Fsspzse4QY1KqagdyrVqDt7cmVBr3HSVsfJ38WKgxsLVaXo,0.00,497736397595208,75734743073681012,2,32
1117,5995,3462514,,Fgqjkry96qFLpRqPZstNzgaqKXiVyrpzTqD55neMdW8PK6g,DcNNc4LAwFLZwRpejQyQNZfLqggkJPLF8H37Ariwe2s3dXE,100.00,409209853260,25002119593340723,1,3
1117,5995,3462514,RYABINA / @Kusama_bot for telegram [3],FagAVsTYT8QghxypUtLcfnmnnhPhPpf854UNuptpQKuNndK,FagAVsTYT8QghxypUtLcfnmnnhPhPpf854UNuptpQKuNndK,3.00,150000000000,24785308590859846,2,101
1117,5995,3462514,,GS2zdq1zdxSPem4r6fhEPNZjFm9d9asm5qfQUkzB2ykbBAx,HqfgRXDgCQcV8KAuTAPGuA1r91iEzinmmNBPkR9kiKhifJq,10.00,450000000000,11912535279645689,2,27
1117,5995,3462514,,EtkmcFRbBVakSYf8Fey3nUwrxqTZbrRNicG6nPNzXRtFEDU,Fu3dpb7ujp8ThQubbV2zao2HP4VBDtBemdekqhLnPtSLXJX,3.00,1000000000000,11411280469548131,2,15
1117,5995,3462514,,Hqa9LGT3qF96agPYYbdfmUzh5P94MX9sqfF1WN4JnfRRVir,Hqa9LGT3qF96agPYYbdfmUzh5P94MX9sqfF1WN4JnfRRVir,20.00,10000000000,15239806888859416,1,16
1117,5995,3462514,Cable-X,H4Szoc2sxXxBTF1x88pDj9DCYERFvn4oqzQNsV7y89FnD1g,GoT6MRwVVcFjMFVZkWiC1Xrk5UZsPgvtb7iyeNL2YLh5EeL,1.00,6890120304694,18876605566831878,24,242
1117,5995,3462514,AZIMUT,EonK7NScfhd7ZRfgnLhm4cKRFJWK1z59zPximUZRg8VjHQj,EonK7NScfhd7ZRfgnLhm4cKRFJWK1z59zPximUZRg8VjHQj,10.00,10666022187814,12654086855469789,18,193
1117,5995,3462514,,Db2P54HPMkR8kqbP5RfWuXRFKhZ8NLQ77aT7VBZYfpKqTGP,H4BYS3e9csnSm6uPv7Ce11g1AW1pGNxm2huqRVwWdS6gZqD,25.00,16262724597504,29961968714825419,2,15
1117,5995,3462514,,Gr3XtRWCDUGmjw8TCZX1gVfeYQH5cbMtat9aGzxpFz8yLic,EYK7sk5A1mKAxNqKANbLVtnGt7mqGhszsCssaFTMwqQ9vpV,0.00,1000000000000,7390554576020502,5,58
1117,5995,3462514,🔥🔥Cryptium Labs 8🔥🔥,HRMhY2CtVMp2yVSieKvq8Y8FHAhRKrGGMd6MoQe3iN6uJ2D,HRMhY2CtVMp2yVSieKvq8Y8FHAhRKrGGMd6MoQe3iN6uJ2D,5.00,500000000000,29847657975044240,1,29
1117,5995,3462514,,GweeXog8vdnDhjiBCLVvbE4NA4CPTFS3pdFFAFwgZzpUzKu,GLJFAH4kx8eCqZQB3tbpha4cdMau5gnvwn5gKFCzkh2KfpT,100.00,247453871808,39990966916754237,1,1
1117,5995,3462514,,CgnJccYXCod7aQeeDRUGQMZ6yTDE9qVD8tWffgvFVETPdev,CgnJccYXCod7aQeeDRUGQMZ6yTDE9qVD8tWffgvFVETPdev,100.00,500000000000,6640258525978485,1,8
1117,5995,3462514,,DGiLC1uvohfgHiirDtsr5HJRYXUFy9NdXj6YC6azcaRpvJZ,Fkrz5CfbpyaoQaSjmr6Y5Hu7F2DrkUoVuV8agZ7YWex7rbt,100.00,500000000000,25420420581109075,4,17
1117,5995,3462514,,HA5jB52fFL1v4EoEHV4WgEiFZr7wGLiuBDZtSmnwKypvat7,F2fezXd7X6MpP2P68F157qFEQmdWd8H7gtHRrqCGXiaYFHf,100.00,786158313747,21564031603899852,1,2
1117,5995,3462514,,DDvLS6oBAF2wDjhRSysKhCK4bfPZJfYb2wyAEArszR9Eq55,H79Fvzor9bBQrwybkV3tZXucDc4FNcmF2NNLp1ewvvmwx9J,1.00,4505199144532,12657416935586189,3,314
1117,5995,3462514,,F4LocUbsPrcC8xVap4wiTgDakzn3xFyXneuYDHRaHxnb6dH,JLvqETGy8HmVgE8XBJA1FX1Btjr4GKgYT4d9AGWhzr6AYBa,100.00,130989253937,25001841372741400,1,5
1117,5995,3462514,P2P.ORG / 6,EXHRoKfGoCe414hrzYbG8SNCNVgBxSpu6rHUBkPNtZcj3om,EXHRoKfGoCe414hrzYbG8SNCNVgBxSpu6rHUBkPNtZcj3om,5.00,8648838496821,10279584215367778,7,30
1117,5995,3462514,GoldenEye,FiNuPk2iPirbKC7Spse3NuE9rWjzaQonZmk6wRvk1LcEU13,DPn3ProBvyA8Pk5v5ZH3kbE2prDMVWCJm72tKDcoXhcLkUQ,10.00,64598955738652,14947683655375289,2,13
1117,5995,3462514,,EPq4dzASVXqbt2N9vtrScgetyvkm8T3HKQhkyunSeicyX1g,J4GvQbgNQR94MYtwDgZjd3eUNEj2x6yt644h3sw5C7xNQdx,3.00,990000000000,9042345293726446,4,25
1117,5995,3462514,Zug Capital / 08,Czugcabp78pRQ6ZnW1qvxc4NdEMxatYGntrYsjMrt64fZHg,F1dWnPVHWXhoxNPt23E9o6Fcm94xDXCoBqrwzVYteJmE8Ut,5.00,500000000000000,18876522944563187,6,107
1117,5995,3462514,,FzBBpxixSuZkeXxXeiUbvFYxcd3JAP5BEAcgDuhRudJTwmZ,Gm6e5X6KTtoHi4W7KynY6ETeiDjUdFXssCH87XfcUc1UFfo,25.00,16379735919580,24876036407926904,1,11
1117,5995,3462514,GontaJones,D3ii6afqaMSFvw8R2NExE1qGQ8EawDsXTduSVm9y51K3Jnb,FABSD3THC1y5oqde7bDr4unxLr4SzRRhLmJBGsFHSLXuy6Q,10.00,96780980799490,12724052947176623,2,46
1117,5995,3462514,STAKE.ZONE 2,Hnfd2bJ224FQugYsaDvoj4v46HJieMeLe9UQzWtUR7wf5dh,Hnfd2bJ224FQugYsaDvoj4v46HJieMeLe9UQzWtUR7wf5dh,2.00,61644229772431,29962117692961600,1,18
1117,5995,3462514,,GiBnzCGFofhmAvsUv9FUShUb8YJYYwWex3ThQNkbDDNprS6,Gw9kiLtVfhNQ9KDZHbuBrYMSSS2JoKSsYywbKFALDxxiVz2,100.00,500000000000,25418735127679056,3,17
1117,5995,3462514,,H43yCasRWY3jdmo2MTZprqB4aPUNzyf7DkoACoqLMkXczDW,Hbf1vy1V9tBZU4JoAFLpkR3Kp18D3hFFtjkkpTencVCNhCk,100.00,100000000000,39990819462882429,1,1
1117,5995,3462514,,CaRYnYy5JVW248MhNXxLb9NDaX7BWNE32vJfJKtQYY2bnqc,HBsQx5bB4QthbqFMRhhxXRmoTaBtR2fbqRQN1iBs8TDhevo,10.00,450000000000,11911950766061523,2,30
1117,5995,3462514,PURESTAKE-01,GhoRyTGK583sJec8aSiyyJCsP2PQXJ2RK7iPGUjLtuX8XCn,GhoRyTGK583sJec8aSiyyJCsP2PQXJ2RK7iPGUjLtuX8XCn,0.00,18436541381138,25064558169468578,11,98
1117,5995,3462514,,FKJNhxaXraoh85DRvChSzoDKHMAk9cZYxoq5LQW7uqeAQMD,F1TyVoR98f1HgmBfksEeRrcdnkouLVsdU5N1zsNhNXJZha6,100.00,585057830093,21563830503416198,1,2
1117,5995,3462514,🌈Liebi,GLiebiQp5f6G5vNcc7BgRE9T3hrZSYDwP6evERn3hEczdaM,ELiebihEuHYBzCk4vUrF69e1FG823Zt56porGjZ4eroFC9K,2.00,49313119909874,12668161806327950,14,266
1117,5995,3462514,,JHTXKwYBhRZKWPW3nbtwtfE8dfRDYCS65cJXueMhg11k4cs,GLwRiEDu8sEzJcXbyGB7MzeJcZfzhZxXDs5CaEStZBhcvBj,100.00,819693572688,25002530077060151,1,4
1117,5995,3462514,P2P.ORG / 49,HKpupVJ3iCmaKBoGLZc5HUhp5hLz8kmpuU1EGk94KdYnuAp,HKpupVJ3iCmaKBoGLZc5HUhp5hLz8kmpuU1EGk94KdYnuAp,5.00,8520433021651,7391456915296064,7,53
1117,5995,3462514,,DEFQigjrErCANqTMiTRuy7BB5L46q9C36Bxqe41GV1yR6vA,EnXKiRFvmFzexUwumSMd8oKo5aq4hTskNxQgRKZjH7B9pEc,0.00,1066002781000,7414229773553461,9,16
1117,5995,3462514,P2P.ORG / 20,HhQCLnKTcsZH75LYR1oj5MVKrs2RJyn8Cvcs8VR8nDGeKkW,HhQCLnKTcsZH75LYR1oj5MVKrs2RJyn8Cvcs8VR8nDGeKkW,5.00,6786399513719,10244132138626097,9,56
1117,5995,3462514,🔥🔥Cryptium Labs 7🔥🔥,FiBHHbxDiVysvn5YBV78YFVUUykZRfQYhjxymu8VXnTqNMr,FiBHHbxDiVysvn5YBV78YFVUUykZRfQYhjxymu8VXnTqNMr,5.00,500000000000,10828792823781070,7,30
1117,5995,3462514,,J1aHBD7YQ3xnSwgFJNokjsEo7NjLTf36ZEHD2LTpeo7KAq8,FF4qcWjgLWGaPs3Qj8a2kc69GwU3niAigkRCd2zTgvJmuiv,100.00,500000000000,25419246252214604,4,17
1117,5995,3462514,RYABINA / @Kusama_bot for telegram [10],EMa2d6yYb3CPxyArDCzsMfngnDKUbRL6QdogfYAPKZmmN1E,EMa2d6yYb3CPxyArDCzsMfngnDKUbRL6QdogfYAPKZmmN1E,3.00,150000000000,10398923423019203,14,130
1117,5995,3462514,,CcDc1Hv1jVNsYxgK4iiCLisxxGT7mem2BAmZq3C1mcwJ99f,GvYDE3yLJTk9nXtnoCRxtg3DfQCxQZPXWDXShF84HozC3o5,100.00,100000000000,39990819462882429,1,1
1117,5995,3462514,Zug Capital / 15,CzugcamkzdEcznjyFWEy8eYgjc2EEtQV1po1r5r9Q4cU7fb,GBYLCSy77RYU6JWaq3XDJxsD3g8zXTnW2i2cw9rTUQwGwGt,5.00,500000000000000,18877445488196263,4,85
1117,5995,3462514,,E346pvnjqJrMhP34GGskn4HU9w6WQmrtvtpJA66xDj3Tq68,Ccf4fi5h1cguhWeEbjEvChDvaC9RckeF1bLGic2mQbpWeAw,25.00,11509635165660,29963836318458610,3,25
1117,5995,3462514,,DimyMqRfrnqudRLVf5TxAM3T7X23PKvFDp85DDGabFKMQ2a,H4vRUEthWMyRBd7JarDbTmRBw4fjesy2ZdD21VcWNd71vfb,100.00,741947983768,25002452331471231,1,4
1117,5995,3462514,Teufel / 04,HR2uzUvdSnidW3cNr7eJ4uz1WBNHUZnrxkFTAKCp61xWeza,HR2uzUvdSnidW3cNr7eJ4uz1WBNHUZnrxkFTAKCp61xWeza,3.00,1000000000000,8734240807096766,5,90
1117,5995,3462514,,GAfhRsNqB9hwEmRFPhMZCvicFJ1kVtRF3UChYyKHq612ZV9,Eq8S3bWcWof9aTfzr2ydadgsbg4NN5HwgzuL1k5psQqd2M2,100.00,527789917769,21563773235503874,1,2
1117,5995,3462514,,F2MAHHWRjbHnT7ZRxCohKeeYYNRojFDCXUH7TB5rEmvphBE,EJCFtMgC6gNveCoCTCrTghexNkUuPiFWcPRWvb4gYkGhxcr,10.00,1645702120544,12638388341658457,5,27
1117,5995,3462514,,EXS1FwCt9YvUMpqqrG7BUUonhoFDkqnHXPrHfSCATYvQCUc,HuvSJUTa7V7XKzyYM5AQD4WDzmLcDtiYtYP9CeebULZeWaf,10.00,51000000000000,14934039597161822,1,12
1117,5995,3462514,,GeYaudGgWyuhyJQphQPQn7fdgBu76zs3UhMQxEykkVbRFdT,GeYaudGgWyuhyJQphQPQn7fdgBu76zs3UhMQxEykkVbRFdT,100.00,500000000000,6640258525978485,1,5
1117,5995,3462514,,Eg3bZatVC6aEnVnAjTiokiiECMH8dPVhw1vg5VB64VKgNrs,Hq7ZUfWMFhaCyB73SMGxs2hemMG5SCfsE4t2QXEn3nFNriU,100.00,90000000000,7955325815976196,1,1
1117,5995,3462514,,HnWZYpCsgvnfnzmJh5PLYYvWP9MMkyoCvGDPay92NTFbqpX,Db5WsN8HU2KUXHWK5eaQepDKQoz4T5eCwoGcTwME8uvUhqx,10.00,428192307900,11911918235521844,1,26
1117,5995,3462514,🔱Masternode24,J6xn7Mr8pfed6gvvRPZ8HEEb89RCwheTBtxymg9Xw36hUUS,J6xn7Mr8pfed6gvvRPZ8HEEb89RCwheTBtxymg9Xw36hUUS,3.00,584451079046098,12686666044006449,5,86
1117,5995,3462514,MathWallet,FFdDXFK1VKG5QgjvqwxdVjo8hGrBveaBFfHnWyz1MAmLL82,GkseUwH9EEPHmh32ZeuXqDqGoJ8ECGt4aaZh5WHtvqf3q8J,10.00,10535224826161,24877072420849609,22,72
1117,5995,3462514,,HP8qJ8P4u4W2QgsJ8jzVuSsjfFTT6orQomFD6eTRSGEbiTK,HJ6cnbBrA1N4SXkrC58tTH3VB2KdvrdMpXbH8SAEAa46oQC,100.00,497576923500,25419374997350100,3,17
1117,5995,3462514,RUBY​💎,G543pxmwKNAbW2WepZW7Ss9Wgx9wuDQWcPyhk4eEzpzcibG,EDRqE6TVEiwFWB8Vuwo2VoKR1CumPnmXrjcfqsoLaggyL7Y,9.00,62000000000000,12724506610506989,1,22
1117,5995,3462514,,EEUYqqPAEkdvEzipMCa8S8nArQVtoMkTnNdvRdiA342e9zw,FmQr7oysRYXU6uoMtSPi3SXHtXjbpmQyL1tjnR2wyhCNEDC,100.00,100000000000,39990819462882429,1,1
1117,5995,3462514,,EwiTAkTmBgv9H2t2EgZBAk8ViTTs2vaYTQnRVx8UWCPtczf,GnmSmgPng8U5mTaeq58DSiaLhwijHTrwfVUEfUo8ze5eZU5,17.00,1000000000000,12639666748061197,19,104
1117,5995,3462514,,HgWWnAXFGikrPVD2FrZ6CRk7KnYdVDn7zVyye8hqFPMc5g1,CrfjBgawzR1AmgWfQ93VY47ND7hiAnrJveNCz8vmAe5VPGj,100.00,628105321358,25002338488808821,1,2
1117,5995,3462514,,GSWsxFWwvfpppd4q5iBa3fiBp3twEGvtYZFWNRVF17And24,GY78oKdA4pMD8a6KKthV1ovHgqREA1pMsYLeidFmxZsti7b,25.00,12479758670670,29962811645610905,2,13
1117,5995,3462514,Nodeasy.com,CczSz9z41uHpftVviWz91TgjLe3SmbvXfbAc958cjy7F6Qs,Dm38nyWQsxjS5adN3MzoX1Mu6j38KMZcWSzfMMmmXwsV9Cu,1.00,200000000000000,12654291567179581,23,298
1117,5995,3462514,,DLzKn3wS3L17o6T53aSyDjUpwPfkW2KR975v5KfeFULKrxu,FNpEnjWThHh8h9SeeN1jigM6iFnYXoDPjxRaYgCvLvyVPmv,0.00,1000000000000,7390265597685280,6,16
1117,5995,3462514,,FX7rJbfiTFCqBuCWHLgR8SosDyZh842nv79mdQF4vxnZrhS,DGXRH6sBZoBXWsCBsDHFuaZ3Tj9SNwSHZZEwqaUAWviREg7,100.00,321539778274,21563566985364379,1,1
1117,5995,3462514,Zug Capital / 10,Czugcagr6FN7EoTpniy1GECh1kofpNw6DZQyfyYezJwzUZx,E5QcX6WkQZRaZL7BPH3oyzv1n4qtuuacJRau3J6B2seqSP9,5.00,500000000000000,18876544797142676,5,116
1117,5995,3462514,P2P.ORG / 76,Dx9cVjx93WaRHHG5T7D7d7E8J2q24E24GitHESa6peUVBRY,Dx9cVjx93WaRHHG5T7D7d7E8J2q24E24GitHESa6peUVBRY,5.00,5298908097115,7390611784735584,5,23
1117,5995,3462514,,GA9YAVVeNdLsToSVa9beeEHtCUncqmT4Pov8h4faQQKR9Fv,GA9YAVVeNdLsToSVa9beeEHtCUncqmT4Pov8h4faQQKR9Fv,5.00,10000000000,13400221127123845,1,6
